-1.858179e+01 1.860434e+01 128 5 4 150 -1 156
-2.302783e+01 1.085162e+01 129 3 130 159 165 160
-2.131085e+01 1.490942e+01 3 129 4 158 156 -1
-1.983186e+01 9.157379e+00 129 130 99 158 164 149
-2.171769e+01 6.246059e-01 100 131 132 162 170 209
-2.116681e+01 4.587399e+00 100 130 131 164 168 161
-1.509706e+01 8.334069e+00 99 73 98 148 118 149
-2.023114e+01 5.134538e+00 99 130 100 160 162 167
-2.317341e+01 1.081019e+01 2 130 3 169 158 -1
-1.645871e+01 7.143325e-01 100 75 74 204 135 167
-1.730266e+01 4.234349e+00 100 74 99 166 148 164
-2.461965e+01 5.563658e+00 1 131 130 171 162 169
-2.525850e+01 6.773983e+00 130 2 1 165 -1 168
-2.522807e+01 3.196613e-01 36 132 131 214 161 171
-2.649187e+01 2.301466e+00 36 131 1 170 168 -1
-9.379841e+00 -5.139632e-01 43 55 56 140 175 188
-1.126252e+01 -2.415597e+01 107 30 29 203 -1 202
-7.742813e-01 -1.183189e+01 60 46 58 113 180 184
-1.186078e+01 -4.641827e-01 75 56 55 207 172 135
-5.172262e+00 -1.547997e+01 80 60 59 191 184 183
-6.147172e+00 -9.821378e+00 58 57 59 181 189 184
-2.554966e+00 -1.894096e+00 38 44 0 179 0 1
-3.781476e+00 -2.181216e+00 43 44 38 182 178 117
-6.501371e-01 -7.902843e+00 46 44 58 87 181 174
-4.216965e+00 -7.122129e+00 57 58 44 177 180 182
-5.382126e+00 -4.121832e+00 57 44 43 181 179 188
-8.989378e+00 -1.487298e+01 59 79 80 186 200 176
-4.035827e+00 -1.259896e+01 59 60 58 176 174 177
-1.284007e+01 -1.217027e+01 77 78 79 219 220 186
-9.672350e+00 -1.314229e+01 77 79 59 185 183 189
-9.940014e+00 -5.922379e+00 56 76 57 207 190 188
-7.246826e+00 -4.035017e+00 56 57 43 187 182 172
-7.803867e+00 -9.912878e+00 57 77 59 190 186 177
-1.005163e+01 -7.645696e+00 57 76 77 187 219 189
-4.637500e+00 -1.649444e+01 80 81 60 198 195 176
-3.564982e+00 -2.482101e+01 109 108 28 194 201 196
-6.479329e-01 -2.070209e+01 109 82 81 114 195 194
-3.129009e+00 -2.193665e+01 81 108 109 198 192 193
-8.556625e-01 -1.725731e+01 60 81 82 191 193 2
-2.293176e+00 -2.605755e+01 28 27 109 -1 116 192
-1.056858e+01 -1.863096e+01 80 106 107 200 203 199
-5.810157e+00 -1.981878e+01 108 81 80 194 191 199
-7.508011e+00 -2.044949e+01 80 107 108 197 202 198
-1.078992e+01 -1.765042e+01 80 79 106 183 223 197
-6.799016e+00 -2.540602e+01 108 29 28 202 -1 192
-8.285471e+00 -2.380584e+01 29 108 107 201 199 173
-1.289486e+01 -2.162467e+01 106 30 107 218 173 197
-1.746992e+01 -4.818308e-01 75 100 101 166 209 208
-2.014926e+01 -8.210981e+00 104 102 103 217 206 215
-1.994683e+01 -5.652454e+00 102 101 103 208 212 205
-1.273815e+01 -3.815860e+00 76 56 75 187 175 211
-1.646044e+01 -4.177758e+00 75 101 102 204 206 211
-2.074022e+01 -4.474133e-01 132 101 100 212 204 161
-1.505911e+01 -8.412283e+00 76 102 78 211 217 219
-1.532028e+01 -4.797981e+00 102 76 75 210 207 208
-2.177490e+01 -3.979064e+00 103 101 132 206 209 213
-2.459052e+01 -4.470082e+00 132 35 103 214 216 212
-2.622318e+01 -2.275053e+00 35 132 36 213 170 -1
-2.324096e+01 -9.551725e+00 34 104 103 226 205 216
-2.541247e+01 -6.814755e+00 34 103 35 215 213 -1
-1.794984e+01 -9.873709e+00 104 78 102 221 210 205
-1.506874e+01 -2.149578e+01 106 31 30 222 -1 203
-1.327718e+01 -9.411515e+00 78 77 76 185 190 210
-1.504837e+01 -1.430353e+01 79 78 105 185 221 223
-1.804932e+01 -1.259972e+01 105 78 104 220 217 225
-1.678250e+01 -1.853780e+01 106 105 31 223 224 218
-1.479783e+01 -1.606293e+01 106 79 105 200 220 222
-1.847191e+01 -1.849638e+01 32 31 105 -1 222 227
-2.092813e+01 -1.435618e+01 105 104 33 221 226 227
-2.362773e+01 -1.102119e+01 33 104 34 225 215 -1
-2.101401e+01 -1.469941e+01 105 33 32 225 -1 224
